bloomfilter.raw: 514
collection.raw: 100001
profile.bin: 16777217
docAddresses: 213
DocNum	TermNum	ProfOffset	Score
88		446		1			62074186
89		81		1			62074186
89		210		1			62074186
89		422		1			62074186
89		427		3			62456542
89		441		1			62074186
89		619		1			62074186
90		218		1			62074186
90		272		1			62074186
91		94		1			62074186
91		619		1			62074186
91		947		1			62074186
91		975		1			62074186
92		164		1			62074186
92		198		1			62074186
92		219		1			62074186
93		223		1			62074186
93		362		1			62074186
93		366		1			62074186
93		374		1			62074186
93		460		1			62074186
94		165		1			62074186
95		188		1			62074186
96		55		1			62074186
96		357		1			62074186
97		154		1			62074186
97		301		2			62601230
97		354		1			62074186
98		190		1			62074186
98		244		1			62074186
98		515		2			62601230
99		238		1			62074186
99		459		3			62456542
100		158		1			62074186
101		9		3			62456542
101		14		3			62456542
101		113		2			62601230
101		151		1			62074186
101		509		1			62074186
101		529		3			62456542
102		107		2			62601230
103		213		3			62456542
103		266		1			62074186
103		286		1			62074186
103		501		1			62074186
104		129		1			62074186
104		159		1			62074186
104		252		1			62074186
104		280		1			62074186
104		300		1			62074186
104		602		1			62074186
104		851		3			62456542
104		889		1			62074186
104		902		1			62074186
104		948		1			62074186
104		976		1			62074186
104		1026		1			62074186
107		203		1			62074186
108		183		2			62601230
108		454		1			62074186
108		490		3			62456542
108		600		1			62074186
108		618		1			62074186
108		671		1			62074186
109		432		1			62074186
109		441		1			62074186
110		72		2			62601230
110		318		1			62074186
110		444		1			62074186
110		462		1			62074186
110		558		1			62074186
110		563		1			62074186
110		565		1			62074186
110		665		1			62074186
111		526		1			62074186
113		43		1			62074186
113		49		1			62074186
113		230		1			62074186
113		299		1			62074186
113		516		1			62074186
113		642		2			62601230
113		700		1			62074186
113		710		2			62601230
113		1005		1			62074186
114		15		1			62074186
114		71		2			62601230
114		144		1			62074186
115		84		2			62601230
115		343		1			62074186
115		359		1			62074186
115		361		1			62074186
116		17		1			62074186
117		201		1			62074186
118		248		1			62074186
120		104		1			62074186
121		70		1			62074186
122		125		1			62074186
122		133		1			62074186
122		355		1			62074186
122		408		1			62074186
122		531		1			62074186
123		107		2			62601230
124		13		1			62074186
124		155		1			62074186
124		290		1			62074186
124		346		1			62074186
125		72		1			62074186
125		144		2			62601230
126		130		2			62601230
127		373		1			62074186
127		386		2			62601230
129		614		2			62601230
130		47		1			62074186
130		82		1			62074186
130		114		3			62456542
130		141		1			62074186
130		300		3			62456542
130		506		1			62074186
130		531		1			62074186
130		541		1			62074186
130		546		1			62074186
130		577		1			62074186
130		673		3			62456542
130		680		3			62456542
131		91		1			62074186
132		235		2			62601230
132		271		1			62074186
132		285		2			62601230
132		314		3			62456542
132		405		1			62074186
132		551		2			62601230
133		216		1			62074186
133		250		1			62074186
133		334		1			62074186
133		349		1			62074186
133		357		1			62074186
133		363		1			62074186
133		380		1			62074186
133		482		1			62074186
133		488		1			62074186
133		499		1			62074186
133		599		1			62074186
133		631		1			62074186
133		770		1			62074186
133		811		1			62074186
134		80		1			62074186
134		292		1			62074186
134		309		1			62074186
135		41		2			62601230
135		275		2			62601230
135		405		2			62601230
135		428		2			62601230
136		47		1			62074186
136		273		1			62074186
136		360		3			62456542
137		508		2			62601230
138		118		1			62074186
139		193		1			62074186
141		281		2			62601230
142		7		1			62074186
142		20		1			62074186
142		109		2			62601230
142		178		3			62456542
142		199		1			62074186
142		301		2			62601230
143		69		1			62074186
143		79		1			62074186
143		390		1			62074186
143		478		2			62601230
145		14		2			62601230
145		75		1			62074186
145		145		1			62074186
145		221		2			62601230
145		291		1			62074186
145		743		1			62074186
146		229		1			62074186
146		263		1			62074186
146		320		1			62074186
147		66		2			62601230
149		69		1			62074186
149		75		1			62074186
149		136		1			62074186
149		164		1			62074186
149		166		1			62074186
150		179		1			62074186
151		54		1			62074186
151		163		1			62074186
151		236		3			62456542
152		314		1			62074186
152		343		1			62074186
153		97		1			62074186
153		113		3			62456542
153		467		2			62601230
153		551		1			62074186
153		599		1			62074186
153		676		1			62074186
153		695		2			62601230
154		160		1			62074186
154		170		3			62456542
154		208		1			62074186
154		280		1			62074186
154		308		1			62074186
154		312		3			62456542
155		48		3			62456542
156		131		2			62601230
157		55		2			62601230
159		35		1			62074186
159		61		1			62074186
159		71		1			62074186
159		74		1			62074186
159		105		3			62456542
159		153		1			62074186
159		174		1			62074186
160		661		1			62074186
160		928		1			62074186
160		1113		1			62074186
160		1204		2			62601230
160		1370		1			62074186
160		1412		1			62074186
160		1443		1			62074186
160		1656		1			62074186
161		50		3			62456542
161		81		1			62074186
162		9		2			62601230
162		29		1			62074186
162		39		2			62601230
162		367		1			62074186
162		395		2			62601230
163		64		1			62074186
163		81		3			62456542
163		103		1			62074186
163		115		1			62074186
164		50		1			62074186
165		78		1			62074186
165		158		1			62074186
166		10		2			62601230
166		34		2			62601230
166		69		1			62074186
166		77		1			62074186
166		83		1			62074186
166		211		1			62074186
166		231		1			62074186
166		249		1			62074186
166		260		1			62074186
166		307		1			62074186
166		359		1			62074186
166		478		1			62074186
166		732		1			62074186
167		211		1			62074186
167		463		1			62074186
168		97		1			62074186
168		153		2			62601230
169		218		1			62074186
169		272		1			62074186
170		6		1			62074186
170		19		1			62074186
170		101		1			62074186
170		165		1			62074186
170		203		1			62074186
171		206		3			62456542
172		18		1			62074186
172		101		1			62074186
172		108		1			62074186
172		335		3			62456542
172		572		3			62456542
172		665		1			62074186
172		716		2			62601230
172		774		1			62074186
173		147		1			62074186
173		157		2			62601230
173		541		2			62601230
173		631		1			62074186
174		53		1			62074186
174		60		1			62074186
174		64		1			62074186
174		143		1			62074186
174		153		1			62074186
174		195		1			62074186
174		200		1			62074186
176		219		1			62074186
176		291		1			62074186
176		331		2			62601230
176		423		2			62601230
177		101		3			62456542
178		116		1			62074186
178		187		1			62074186
178		195		1			62074186
178		201		1			62074186
179		133		2			62601230
179		182		1			62074186
179		186		1			62074186
179		204		2			62601230
180		119		1			62074186
180		199		1			62074186
180		214		1			62074186
180		216		1			62074186
180		246		3			62456542
181		65		1			62074186
181		67		2			62601230
181		298		2			62601230
181		348		2			62601230
181		364		1			62074186
182		55		2			62601230
183		55		2			62601230
185		94		1			62074186
185		107		1			62074186
185		364		2			62601230
185		620		2			62601230
186		74		1			62074186
186		85		1			62074186
188		149		1			62074186
189		95		2			62601230
190		29		2			62601230
190		128		2			62601230
191		118		3			62456542
191		215		1			62074186
191		226		1			62074186
191		239		1			62074186
191		482		1			62074186
193		96		1			62074186
193		106		1			62074186
193		128		1			62074186
194		181		2			62601230
194		317		1			62074186
194		371		1			62074186
194		402		1			62074186
194		455		1			62074186
194		460		1			62074186
194		530		1			62074186
194		533		1			62074186
194		546		1			62074186
197		88		1			62074186
197		95		1			62074186
197		326		1			62074186
197		455		1			62074186
197		472		1			62074186
197		669		1			62074186
197		687		1			62074186
198		197		1			62074186
198		199		1			62074186
198		295		1			62074186
198		298		1			62074186
198		320		1			62074186
198		342		3			62456542
198		414		3			62456542
198		528		3			62456542
198		583		2			62601230
199		48		2			62601230
199		114		1			62074186
199		227		1			62074186
199		230		1			62074186
199		260		1			62074186
202		218		1			62074186
202		272		1			62074186
203		132		1			62074186
203		136		1			62074186
203		202		1			62074186
203		337		1			62074186
205		90		1			62074186
206		236		1			62074186
207		450		1			62074186
207		536		1			62074186
209		264		2			62601230
210		36		1			62074186
210		42		1			62074186
210		47		1			62074186
210		57		1			62074186
210		151		1			62074186
210		175		1			62074186
210		186		1			62074186
211		349		1			62074186
212		116		1			62074186
212		223		1			62074186
212		610		1			62074186
212		612		2			62601230
212		661		2			62601230
212		708		1			62074186
Document 1 has score 682816046
Document 2 has score 2241522268
Document 3 has score 186222558
Document 4 has score 0
Document 5 has score 870092692
Document 6 has score 558667674
Document 7 has score 62074186
Document 8 has score 497120532
Document 9 has score 372445116
Document 10 has score 373881560
Document 11 has score 372972160
Document 12 has score 310370930
Document 13 has score 0
Document 14 has score 497647576
Document 15 has score 186749602
Document 16 has score 751009276
Document 17 has score 248296744
Document 18 has score 186749602
Document 19 has score 124675416
Document 20 has score 372445116
Document 21 has score 124675416
Document 22 has score 187131958
Document 23 has score 0
Document 24 has score 62074186
Document 25 has score 0
Document 26 has score 124148372
Document 27 has score 498029932
Document 28 has score 62601230
Document 29 has score 62601230
Document 30 has score 559050030
Document 31 has score 749262000
Document 32 has score 871911492
Document 33 has score 124148372
Document 34 has score 434519302
Document 35 has score 124148372
Document 36 has score 248296744
Document 37 has score 936765586
Document 38 has score 62456542
Document 39 has score 186604914
Document 40 has score 124148372
Document 41 has score 186749602
Document 42 has score 124148372
Document 43 has score 0
Document 44 has score 311807374
Document 45 has score 496593488
Document 46 has score 62456542
Document 47 has score 186604914
Document 48 has score 0
Document 49 has score 0
Document 50 has score 62074186
Document 51 has score 124675416
Document 52 has score 310753286
Document 53 has score 0
Document 54 has score 311135642
Document 55 has score 62074186
Document 56 has score 682816046
Document 57 has score 249733188
Document 58 has score 310370930
Document 59 has score 374408604
Document 60 has score 124148372
Document 61 has score 0
Document 62 has score 186222558
Document 63 has score 186749602
Document 64 has score 124675416
Document 65 has score 186604914
Document 66 has score 0
Document 67 has score 1117335348
Document 68 has score 435046346
Document 69 has score 62074186
Document 70 has score 435046346
Document 71 has score 0
Document 72 has score 124530728
Document 73 has score 0
Document 74 has score 436482790
Document 75 has score 0
Document 76 has score 1055261162
Document 77 has score 497502888
Document 78 has score 248823788
Document 79 has score 187276646
Document 80 has score 373592184
Document 81 has score 0
Document 82 has score 248823788
Document 83 has score 0
Document 84 has score 187276646
Document 85 has score 0
Document 86 has score 124148372
Document 87 has score 62074186
Document 88 has score 248296744
Document 89 has score 372827472
Document 90 has score 124148372
Document 91 has score 248296744
Document 92 has score 186222558
Document 93 has score 310370930
Document 94 has score 62074186
Document 95 has score 62074186
Document 96 has score 124148372
Document 97 has score 186749602
Document 98 has score 186749602
Document 99 has score 124530728
Document 100 has score 62074186
Document 101 has score 374119228
Document 102 has score 62601230
Document 103 has score 248679100
Document 104 has score 745272588
Document 105 has score 0
Document 106 has score 0
Document 107 has score 62074186
Document 108 has score 373354516
Document 109 has score 124148372
Document 110 has score 497120532
Document 111 has score 62074186
Document 112 has score 0
Document 113 has score 559721762
Document 114 has score 186749602
Document 115 has score 248823788
Document 116 has score 62074186
Document 117 has score 62074186
Document 118 has score 62074186
Document 119 has score 0
Document 120 has score 62074186
Document 121 has score 62074186
Document 122 has score 310370930
Document 123 has score 62601230
Document 124 has score 248296744
Document 125 has score 124675416
Document 126 has score 62601230
Document 127 has score 124675416
Document 128 has score 0
Document 129 has score 62601230
Document 130 has score 746419656
Document 131 has score 62074186
Document 132 has score 374408604
Document 133 has score 869038604
Document 134 has score 186222558
Document 135 has score 250404920
Document 136 has score 186604914
Document 137 has score 62601230
Document 138 has score 62074186
Document 139 has score 62074186
Document 140 has score 0
Document 141 has score 62601230
Document 142 has score 373881560
Document 143 has score 248823788
Document 144 has score 0
Document 145 has score 373499204
Document 146 has score 186222558
Document 147 has score 62601230
Document 148 has score 0
Document 149 has score 310370930
Document 150 has score 62074186
Document 151 has score 186604914
Document 152 has score 124148372
Document 153 has score 435955746
Document 154 has score 373209828
Document 155 has score 62456542
Document 156 has score 62601230
Document 157 has score 62601230
Document 158 has score 0
Document 159 has score 434901658
Document 160 has score 497120532
Document 161 has score 124530728
Document 162 has score 311952062
Document 163 has score 248679100
Document 164 has score 62074186
Document 165 has score 124148372
Document 166 has score 808018506
Document 167 has score 124148372
Document 168 has score 124675416
Document 169 has score 124148372
Document 170 has score 310370930
Document 171 has score 62456542
Document 172 has score 497885244
Document 173 has score 249350832
Document 174 has score 434519302
Document 175 has score 0
Document 176 has score 249350832
Document 177 has score 62456542
Document 178 has score 248296744
Document 179 has score 249350832
Document 180 has score 310753286
Document 181 has score 311952062
Document 182 has score 62601230
Document 183 has score 62601230
Document 184 has score 0
Document 185 has score 249350832
Document 186 has score 124148372
Document 187 has score 0
Document 188 has score 62074186
Document 189 has score 62601230
Document 190 has score 125202460
Document 191 has score 310753286
Document 192 has score 0
Document 193 has score 186222558
Document 194 has score 559194718
Document 195 has score 0
Document 196 has score 0
Document 197 has score 434519302
Document 198 has score 560341786
Document 199 has score 310897974
Document 200 has score 0
Document 201 has score 0
Document 202 has score 124148372
Document 203 has score 248296744
Document 204 has score 0
Document 205 has score 62074186
Document 206 has score 62074186
Document 207 has score 124148372
Document 208 has score 0
Document 209 has score 62601230
Document 210 has score 434519302
Document 211 has score 62074186
Document 212 has score 373499204
Document 213 has score 0
Ham documents: 36
Spam documents 177
